Game Name,Minimum Completion Time,Install Size (MB),Install Size Per Hour
Sunless Sea: Zubmariner Edition,101.0,2760.0,27.326732673267326
Sundered: Eldritch Edition,15.0,2500.0,166.66666666666666
Sunbeam Feast (Windows),0.25,166.0,664.0
Sunbeam Feast,0.25,493.0,1972.0
Sun Wukong VS Robot,1.0,363.0,363.0
Summum Aeterna,109.0,5060.0,46.42201834862385
Summertime Madness (Xbox One),1.0,1450.0,1450.0
Summertime Madness,1.0,1580.0,1580.0
Summer in Mara,25.0,2000.0,80.0
Summer Tri-Peaks Solitaire,17.0,519.0,30.529411764705884
Summer Stars 2012,12.0,3120.0,260.0
Summer Sports Games,2.0,1630.0,815.0
Sumatra: Fate of Yandi,1.0,529.0,529.0
Suikaiju (Windows),0.25,255.0,1020.0
Suikaiju,0.25,444.0,1776.0
Suicide Squad: Kill the Justice League,50.0,72870.0,1457.4
Sugoro Quest: Dice Heroes,2.0,600.0,300.0
Sugar Tanks 2,1.0,1020.0,1020.0
Sugar Tanks,1.0,968.0,968.0
Sudoku Classic X,12.0,587.0,48.916666666666664
Sudocats,1.0,598.0,598.0
Sudden Strike 4: European Battlefields Edition,334.0,7530.0,22.54491017964072
Subterrain,117.0,883.0,7.547008547008547
Subnautica: Below Zero,0.5,8090.0,16180.0
Subnautica,1.0,6960.0,6960.0
Submerged: Hidden Depths,6.0,6310.0,1051.6666666666667
Submerged,4.0,1710.0,427.5
Sublevel Zero Redux,53.0,903.0,17.037735849056602
Subject 13,6.0,1800.0,300.0
Subdivision Infinity DX,6.0,1990.0,331.6666666666667
SubaraCity,4.0,188.0,47.0
Styx: Master of Shadows,40.0,6480.0,162.0
SturmFront - The Mutant War: Ubel Edition,5.0,577.0,115.4
Stuntman: Ignition,20.0,5530.0,276.5
Stunt Paradise (Windows),0.25,332.0,1328.0
Stunt Paradise,0.25,615.0,2460.0
Stunt Kite Party,6.0,1100.0,183.33333333333334
Stunt Kite Masters (Windows),3.0,781.0,260.3333333333333
Stumble Guys,15.5,1030.0,66.45161290322581
Stubbs the Zombie in Rebel Without a Pulse,12.0,3850.0,320.8333333333333
Struggling,32.0,1790.0,55.9375
Strong Moon,9.0,890.0,98.88888888888889
Strike Suit Zero: Director's Cut,10.0,1810.0,181.0
Strike Force Kitty,27.0,591.0,21.88888888888889
Strike Force 2 - Terrorist Hunt,2.0,1890.0,945.0
Strider (Xbox 360),12.0,1480.0,123.33333333333333
Strider,12.0,3090.0,257.5
Stretch Arcade,1.0,306.0,306.0
Strength of the Sword: ULTIMATE,11.0,1550.0,140.9090909090909
Streets of Rogue (Windows),6.0,383.0,63.833333333333336
Streets of Rogue,15.0,520.0,34.666666666666664
Streets of Rage 4,40.0,4530.0,113.25
Streets of Rage 2,6.0,28.0,4.666666666666667
Street Trace: New York City,8.0,50.0,6.25
Street Racer Underground,25.0,264.0,10.56
Street Power Soccer,120.0,2620.0,21.833333333333332
Street Outlaws: The List,8.0,5720.0,715.0
Street Outlaws 2: Winner Takes All,20.0,6560.0,328.0
Street Fighter X Tekken,50.0,5580.0,111.6
Street Fighter IV,80.0,4610.0,57.625
Street Fighter III: 3rd Strike Online Edition,8.0,705.0,88.125
Street Fighter II Hyper Fighting,8.0,49.0,6.125
Street Fighter 6,50.0,43950.0,879.0
Street Fighter 30th Anniversary Collection,15.0,5120.0,341.3333333333333
Strayed Lights,13.0,8730.0,671.5384615384615
Stray Gods: The Roleplaying Musical,15.0,4320.0,288.0
Stray Blade,48.0,17030.0,354.7916666666667
Stray,8.0,7770.0,971.25
Strawberry Vinegar,0.25,540.0,2160.0
Strategic Mind: The Pacific,273.0,13640.0,49.96336996336996
Strategic Mind: Spirit of Liberty,100.0,11140.0,111.4
Strategic Mind: Fight for Freedom,143.0,15450.0,108.04195804195804
Strategic Mind: Fight for Dominance,344.0,16760.0,48.72093023255814
Stranger of Sword City,60.0,3050.0,50.833333333333336
Stranger Things 3: The Game,12.0,957.0,79.75
Strange Horticulture,8.0,1040.0,130.0
Strange Brigade,23.0,31890.0,1386.5217391304348
Stranded: Alien Dawn,420.0,10780.0,25.666666666666668
Stranded Sails: Explorers of the Cursed Islands,20.0,1400.0,70.0
Stranded Deep (Windows),60.0,2340.0,39.0
Stranded Deep,40.0,1640.0,41.0
Straimium Immortaly,49.0,168.0,3.4285714285714284
Storyblocks: The King (Windows),0.5,1250.0,2500.0
Storyblocks: The King,0.5,1570.0,3140.0
Story of a Gladiator,14.0,2260.0,161.42857142857142
Story of Seasons: Friends of Mineral Town (Windows),80.0,1170.0,14.625
Story of Seasons: Friends of Mineral Town,100.0,1150.0,11.5
Story of Seasons: A Wonderful Life,100.0,1520.0,15.2
Storm Boy,0.25,626.0,2504.0
Storm,12.0,231.0,19.25
Stories: The Path of Destinies,20.0,3270.0,163.5
Stories of Bethem: Full Moon,50.0,258.0,5.16
Stories Untold,1.0,2000.0,2000.0
Stones of the Revenant,13.0,562.0,43.23076923076923
Stones Keeper,1.0,808.0,808.0
Stonefly,10.0,1270.0,127.0
Stone,1.0,4770.0,4770.0
Stolen Realm,49.0,5340.0,108.9795918367347
Stilt Fella,30.0,1540.0,51.333333333333336
Still Wakes The Deep,8.0,9200.0,1150.0
Stikbold! A Dodgeball Adventure,6.0,893.0,148.83333333333334
StickType,6.0,1470.0,245.0
Stick it To The Man,6.0,1780.0,296.6666666666667
Stick Fight: The Game,1.0,640.0,640.0
Steven Universe: Unleash the Light,20.0,3700.0,185.0
Steven Universe: Save The Light,25.0,4130.0,165.2
Steve Jackson's Sorcery!,32.0,763.0,23.84375
Stern Pinball Arcade,180.0,2700.0,15.0
Steredenn: Binary Stars,15.0,589.0,39.266666666666666
Stellaris: Console Edition,80.0,15420.0,192.75
Stellaris (Windows),300.0,19840.0,66.13333333333334
Stellar Strider,0.25,362.0,1448.0
Stellar Interface,79.0,650.0,8.227848101265822
Stellar Docks (Windows),0.25,68.0,272.0
Stellar Docks,0.25,383.0,1532.0
Stela,11.0,3350.0,304.54545454545456
Steins;Gate: Hiyoku-Renri no Darling,2.0,3660.0,1830.0
Steins;Gate 0,1.0,6670.0,6670.0
Steins;Gate,3.0,4059.9999999999995,1353.3333333333333
Steep,30.0,23050.0,768.3333333333334
Steelrising,40.0,26730.0,668.25
Steel Rats,20.0,6300.0,315.0
Steel Rain X,10.0,253.0,25.3
Steel Racer,1.0,362.0,362.0
Steel Defier,0.25,352.0,1408.0
Steel Assault,19.0,1000.0,52.63157894736842
Steamroll,13.0,1810.0,139.23076923076923
Steampunk Tower 2,15.0,571.0,38.06666666666667
SteamWorld Heist II,63.0,4100.0,65.07936507936508
SteamWorld Dig 2,15.0,181.0,12.066666666666666
SteamWorld Dig,8.0,242.0,30.25
SteamWorld Build,25.0,2720.0,108.8
Steam Tactics,8.0,289.0,36.125
Stealth Inc 2: A Game of Clones,25.0,397.0,15.88
Stay Out of the House,12.0,1300.0,108.33333333333333
"Stay Cool, Kobayashi-san!: A River City Ransom Story",16.0,513.0,32.0625
Station Manager,59.0,438.0,7.423728813559322
State of Mind,12.0,7400.0,616.6666666666666
State of Decay: Year-One,60.0,3920.0,65.33333333333333
State of Decay 2: Juggernaut Edition,316.5,18340.0,57.94628751974724
State of Decay,20.0,1810.0,90.5
State of Anarchy: Master of Mayhem,6.0,580.0,96.66666666666667
Stasis: Bone Totem,23.0,13620.0,592.1739130434783
Startup Company Console Edition,57.0,1320.0,23.157894736842106
Starship Troopers: Extermination,189.0,9060.0,47.93650793650794
Starsand,66.0,4600.0,69.6969696969697
Starpoint Gemini: Warlords,127.0,12950.0,101.96850393700787
Starpoint Gemini 2,20.0,9200.0,460.0
Starlit Kart Racing,35.0,1400.0,40.0
Starlit Adventures,15.0,599.0,39.93333333333333
Starlink: Battle for Atlas,20.0,16320.0,816.0
Starlight Shores,0.25,606.0,2424.0
Starfield,80.0,147920.0,1849.0
Stardust Galaxy Warriors: Stellar Climax,23.0,898.0,39.04347826086956
Stardew Valley (Windows),150.0,652.0,4.346666666666667
Stardew Valley,165.0,1300.0,7.878787878787879
Starbound (Windows),12.0,943.0,78.58333333333333
Starbound,44.0,1190.0,27.045454545454547
Star99,2.0,903.0,451.5
Star Wars: The Force Unleashed II,15.0,6250.0,416.6666666666667
Star Wars: The Force Unleashed,15.0,7040.0,469.3333333333333
Star Wars: Squadrons,80.0,23270.0,290.875
Star Wars: Dark Forces Remaster,6.0,1980.0,330.0
Star Wars: Bounty Hunter,20.0,12070.0,603.5
Star Wars: Battlefront Classic Collection,15.0,57420.0,3828.0
Star Wars the Clone Wars: Republic Heroes,12.0,6800.0,566.6666666666666
Star Wars Outlaws,40.0,70370.0,1759.25
Star Wars Jedi: Survivor,40.0,134030.0,3350.75
Star Wars Jedi: Fallen Order,25.0,57220.0,2288.8
Star Wars Episode I: Racer,1.0,460.0,460.0
Star Wars Battlefront II,61.0,79750.0,1307.377049180328
Star Wars Battlefront,93.0,41570.0,446.98924731182797
Star Trucker,50.0,5790.0,115.8
Star Trek: Resurgence,20.0,11860.0,593.0
Star Trek: Legends,50.0,2340.0,46.8
Star Trek: D·A·C,2.0,105.0,52.5
Star Trek Prodigy: Supernova,12.0,12650.0,1054.1666666666667
Star Trek Online,280.0,24260.0,86.64285714285714
Star Trek,20.0,3680.0,184.0
Star Renegades (Windows),17.0,2230.0,131.1764705882353
Star Renegades,372.0,2920.0,7.849462365591398
Star Raiders,6.0,783.0,130.5
Star Ocean: The Last Hope,500.0,16690.0,33.38
Star Ocean The Divine Force,60.0,90000.0,1500.0
Star Hunter DX,23.0,175.0,7.608695652173913
Star Crossed,25.0,743.0,29.72
Star Balls,500.0,4610.0,9.22
Stacking,6.0,994.0,165.66666666666666
Squish and the Corrupted Crystal,17.0,1290.0,75.88235294117646
Squirrel with a Gun,6.0,2840.0,473.3333333333333
Squid Hero for Kinect,8.0,1030.0,128.75
Square Keeper,0.25,414.0,1656.0
Squad Killer,0.25,451.0,1804.0
Squad 51 vs. the Flying Saucers,5.0,12790.0,2558.0
Squab,0.5,384.0,768.0
Spyro Reignited Trilogy,25.0,43890.0,1755.6
Spyglass Board Games,2.0,46.0,23.0
Spy Chameleon,8.0,489.0,61.125
Sprawl,4.0,3890.0,972.5
Spot The Differences! Party,2.0,1400.0,700.0
Spot Challenge Vol. 2,0.25,1290.0,5160.0
Spot Challenge Vol. 1,0.25,1280.0,5120.0
Spooky's Jump Scare Mansion: HD Renovation,53.0,902.0,17.0188679245283
Spooky Chase,6.0,294.0,49.0
SpongeBob's Truth or Square,8.0,4380.0,547.5
SpongeBob SquarePants: The Patrick Star Game,6.0,6040.0,1006.6666666666666
SpongeBob SquarePants: The Cosmic Shake,12.0,8189.999999999999,682.4999999999999
SpongeBob SquarePants: Plankton's Robotic Revenge,10.0,1190.0,119.0
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated (Windows),8.0,7740.0,967.5
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,12.0,9980.0,831.6666666666666
SpongeBob SquarePants Underpants Slam!,6.0,146.0,24.333333333333332
SpongeBob HeroPants,8.0,2090.0,261.25
Splosion Man,20.0,340.0,17.0
Splitgate,200.0,20300.0,101.5
Split/Second,25.0,6610.0,264.4
Split,0.5,2880.0,5760.0
Splasher,111.0,1410.0,12.702702702702704
Splash Cars,2.0,496.0,248.0
Splash Blast Panic,215.0,664.0,3.088372093023256
Spitlings,18.0,654.0,36.333333333333336
Spirittea,60.0,712.0,11.866666666666667
Spiritfarer: Farewell Edition,30.0,6700.0,223.33333333333334
Spirit of the North: Enhanced Edition,6.0,3900.0,650.0
Spirit of the Island,107.0,2760.0,25.794392523364486
Spirit Roots,8.0,1220.0,152.5
Spirit Hunters: Infinite Horde,35.0,1170.0,33.42857142857143
Spirit Arena,1.0,551.0,551.0
Spiral Splatter,1.0,288.0,288.0
Spidersaurs,6.0,2450.0,408.3333333333333
SpiderHeck,95.0,1410.0,14.842105263157896
Spider-Man: Web of Shadows,20.0,5230.0,261.5
Spider-Man: Shattered Dimensions,20.0,5230.0,261.5
Spider-Man: Friend or Foe,8.0,3570.0,446.25
Spider-Man: Edge of Time,20.0,5120.0,256.0
Spider-Man 3,80.0,3690.0,46.125
Spider Solitaire F,15.0,134.0,8.933333333333334
Spheroids,3.0,429.0,143.0
Spencer,1.0,146.0,146.0
Spelunky 2,60.0,727.0,12.116666666666667
Spelunky,80.0,672.0,8.4
Spellspire,50.0,160.0,3.2
Spells & Secrets,121.0,2520.0,20.826446280991735
Spellbreak,50.0,7880.0,157.6
Spellagis,8.0,431.0,53.875
SpellForce: Conquest of Eo,140.0,7930.0,56.642857142857146
SpellForce III Reforced,118.0,19760.0,167.45762711864407
Speedway Racing,1.0,1330.0,1330.0
Speedollama,15.0,1060.0,70.66666666666667
Speedgunner Ultra,0.25,352.0,1408.0
Speedboat Challenge,35.0,687.0,19.62857142857143
SpeedRunners,15.0,636.0,42.4
Speed or Death,1.0,8450.0,8450.0
Speed Truck Racing,1.0,1450.0,1450.0
Speed Limit,5.0,235.0,47.0
Speed Crew,12.0,1620.0,135.0
Speed Brawl,60.0,2990.0,49.833333333333336
Speed 3 - Grand Prix,20.0,3930.0,196.5
Spectrum,8.0,623.0,77.875
Spectrolite - Speed Life,9.0,1770.0,196.66666666666666
Spectra (2016),6.0,274.0,45.666666666666664
Spectra,6.0,273.0,45.5
Spec Ops: The Line,15.0,5280.0,352.0
Spartan Fist,8.0,810.0,101.25
Spartan,15.0,892.0,59.46666666666667
Spartacus Legends,80.0,2000.0,25.0
Sparklite,10.0,1290.0,129.0
Sparkle Unleashed,578.0,303.0,0.5242214532871973
Sparkle 4 Tales,6.0,528.0,88.0
Sparkle 2 EVO,2.0,715.0,357.5
Sparkle 2,40.0,639.0,15.975
Spark The Electric Jester 2,25.0,6700.0,268.0
Spare Parts,8.0,989.0,123.625
Spacewing War,0.5,526.0,1052.0
Spacelords,260.0,40990.0,157.65384615384616
Spacelines from the Far Out,20.0,6610.0,330.5
Spaceland,20.0,1140.0,57.0
Spacejacked,2.0,210.0,105.0
Spacebase Startopia,29.0,10160.0,350.3448275862069
Space Warlord Organ Trading Simulator,2.0,1510.0,755.0
Space Tail: Every Journey Leads Home Ultimate Edition,23.0,3300.0,143.47826086956522
Space Station Sprint,1.0,1770.0,1770.0
Space Science Investigations: Humans in Space,0.5,1960.0,3920.0
Space Roguelike Adventure,0.25,589.0,2356.0
Space Robinson,17.0,174.0,10.235294117647058
Space Revenge,0.25,1200.0,4800.0
Space Pirate Trainer (Windows),3.0,2180.0,726.6666666666666
Space Otter Charlie,5.0,1380.0,276.0
Space Moves (Windows),0.5,115.0,230.0
Space Moves,0.5,431.0,862.0
Space Moth: Lunar Edition,18.0,174.0,9.666666666666666
Space Mercenary Defense Force,4.0,761.0,190.25
Space Jam: A New Legacy - The Game,2.0,513.0,256.5
Space Invaders Infinity Gene,10.0,173.0,17.3
Space Hulk: Tactics (Windows),42.0,7210.0,171.66666666666666
Space Hulk: Tactics,25.0,4790.0,191.6
Space Hulk: Deathwing - Enhanced Edition (Windows),60.0,29230.0,487.1666666666667
Space Gladiators,45.0,518.0,11.511111111111111
Space Engineers,150.0,35690.0,237.93333333333334
Space Elite Force 2 in 1,4.0,565.0,141.25
Space Crew: Legendary Edition,20.0,765.0,38.25
Space Accident,1.0,957.0,957.0
Soviet Project,0.25,997.0,3988.0
South of the Circle,3.0,2540.0,846.6666666666666
South Park: The Stick of Truth (Xbox 360),15.0,3670.0,244.66666666666666
South Park: The Stick of Truth,15.0,5410.0,360.6666666666667
South Park: The Fractured but Whole,20.0,19640.0,982.0
South Park: Tenorman's Revenge,15.0,704.0,46.93333333333333
South Park Let's Go Tower Defense Play!,6.0,882.0,147.0
Source of Madness,20.0,2430.0,121.5
Soundfall,105.0,3120.0,29.714285714285715
Soulstice,83.0,25500.0,307.2289156626506
Souldiers,211.0,1260.0,5.971563981042654
SoulCalibur V,50.0,6870.0,137.4
SoulCalibur IV,50.0,4280.0,85.6
SoulCalibur II HD Online,10.0,541.0,54.1
SoulCalibur,2.0,189.0,94.5
Soul Stalker,6.0,2380.0,396.6666666666667
Soul Searching,7.0,725.0,103.57142857142857
Soul Hackers 2,60.0,19270.0,321.1666666666667
Soul Axiom,12.0,5420.0,451.6666666666667
Sophstar,16.0,534.0,33.375
Sonic the Fighters,0.25,98.0,392.0
Sonic X Shadow Generations,25.0,35000.0,1400.0
Sonic Unleashed,60.0,5740.0,95.66666666666667
Sonic The Hedgehog 4: Episode II,10.0,415.0,41.5
Sonic The Hedgehog 4: Episode I,8.0,191.0,23.875
Sonic The Hedgehog 3,2.0,29.0,14.5
Sonic The Hedgehog 2,3.0,29.0,9.666666666666666
Sonic The Hedgehog (Arcade),2.0,29.0,14.5
Sonic Superstars,20.0,11130.0,556.5
Sonic Origins,12.0,6830.0,569.1666666666666
Sonic Mania,15.0,300.0,20.0
Sonic Generations,20.0,7210.0,360.5
Sonic Frontiers,20.0,27260.0,1363.0
Sonic Forces,25.0,18530.0,741.2
Sonic Colors: Ultimate,20.0,9020.0,451.0
Sonic CD,8.0,309.0,38.625
Sonic Adventure 2,30.0,2370.0,79.0
Sonic Adventure,20.0,1490.0,74.5
Sonic & SEGA All-Stars Racing,15.0,3820.0,254.66666666666666
Sonic & Knuckles,4.0,30.0,7.5
Sonic & All-Stars Racing Transformed,30.0,4640.0,154.66666666666666
Songs of Silence,72.0,6110.0,84.86111111111111
Songbringer,42.0,850.0,20.238095238095237
SongPop Party,80.0,1100.0,13.75
Song of the Deep,8.0,1860.0,232.5
Song of Nunu: A League of Legends Story,12.0,21470.0,1789.1666666666667
Song of Iron,9.0,12170.0,1352.2222222222222
Song of Horror,40.0,10550.0,263.75
Somerville,4.0,10250.0,2562.5
Soltrio Solitaire,50.0,30.0,0.6
Solos,2.0,2170.0,1085.0
Solo: Islands of the Heart,2.0,2009.9999999999998,1004.9999999999999
Solitaire TriPeaks Flowers,25.0,138.0,5.52
Solitaire 3D,1005.0,114.0,0.11343283582089553
Solitaire,10.0,318.0,31.8
Sole,1.0,2650.0,2650.0
Solasta: Crown of the Magister,120.0,27800.0,231.66666666666666
Solar Ash,15.0,3270.0,218.0
SolSeraph,6.0,1910.0,318.3333333333333
Sokorobot (Windows),0.25,38.0,152.0
Sokorobot,0.25,354.0,1416.0
Sokomonster (Windows),0.25,117.0,468.0
Sokomonster,0.25,432.0,1728.0
Sokomage (Windows),0.5,36.0,72.0
Sokomage,0.5,352.0,704.0
Sokolor,3.0,569.0,189.66666666666666
Sokolab (Windows),0.25,936.0,3744.0
Sokolab,0.5,1250.0,2500.0
Sokocrab (Windows),0.25,50.0,200.0
Sokocrab,0.25,365.0,1460.0
Sokocat - Combo,2.0,679.0,339.5
Sokobalien (Windows),0.5,419.0,838.0
Sokobalien,0.5,755.0,1510.0
SokoWinter,1.0,434.0,434.0
SokoPenguin,0.5,369.0,738.0
SokoNature,1.0,779.0,779.0
SokoFrog,0.5,344.0,688.0
SokoBunny,2.0,628.0,314.0
Soda Drinker Pro,15.0,5520.0,368.0
Socketeer,20.0,1490.0,74.5
Soccer Story,10.0,1820.0,182.0
So Many Me,12.0,938.0,78.16666666666667
Snufkin: Melody of Moominvalley,6.0,4210.0,701.6666666666666
SnowRunner (Windows),120.0,31510.0,262.5833333333333
SnowRunner,150.0,38010.0,253.4
Snoopy Flying Ace,8.0,557.0,69.625
Snooker Nation Championship,8.0,1180.0,147.5
Snooker Blitz,60.0,5510.0,91.83333333333333
Snooker 19,329.0,3080.0,9.361702127659575
Snipers,20.0,516.0,25.8
Sniper: Ghost Warrior Contracts 2,20.0,11610.0,580.5
Sniper: Ghost Warrior Contracts,20.0,12700.0,635.0
Sniper: Ghost Warrior 3,25.0,40300.0,1612.0
Sniper: Ghost Warrior 2,15.0,3770.0,251.33333333333334
Sniper: Ghost Warrior,20.0,2860.0,143.0
Sniper Elite: Resistance,20.0,91230.0,4561.5
Sniper Elite V2 Remastered,15.0,13970.0,931.3333333333334
Sniper Elite V2,15.0,3240.0,216.0
Sniper Elite 5,25.0,113670.0,4546.8
Sniper Elite 4,55.0,48230.0,876.9090909090909
Sniper Elite 3 (Xbox 360),25.0,4110.0,164.4
Sniper Elite 3,40.0,23180.0,579.5
Snezhinka,6.0,1410.0,235.0
Sneaky Rat,0.25,372.0,1488.0
Snakeybus,1.0,1360.0,1360.0
Snake Pass,15.0,4000.0,266.6666666666667
Smurfs Kart,25.0,2740.0,109.6
Smoots World Cup Tennis,50.0,1900.0,38.0
Smoots Summer Games,3.0,806.0,268.6666666666667
Smoots Pinball,11.0,732.0,66.54545454545455
Smoots Golf,14.0,1230.0,87.85714285714286
Smoothcade,6.0,556.0,92.66666666666667
Smoke And Sacrifice,12.0,1810.0,150.83333333333334
Smile For Me,3.0,3020.0,1006.6666666666666
Smelter,27.0,585.0,21.666666666666668
Smells Like a Mushroom,13.0,8880.0,683.0769230769231
Smash Boats Waterlogged Edition,7.0,558.0,79.71428571428571
Smart Moves 2 (Windows),0.25,49.0,196.0
Smart Moves 2,0.25,49.0,196.0
Smart Moves (Windows),1.0,41.0,41.0
Smart Moves,0.25,44.0,176.0
Smalland: Survive the Wilds,20.0,8210.0,410.5
Small Arms,4.0,44.0,11.0
Slitterhead,40.0,28910.0,722.75
Slipstream,6.0,1170.0,195.0
Slime-san: Superslime Edition,50.0,1540.0,30.8
Slime's Journey,0.5,314.0,628.0
Slime Ranger (Windows),0.25,34.0,136.0
Slime Ranger,0.25,34.0,136.0
Slime Rancher,25.0,1480.0,59.2
Slime 3K: Rise Against Despot,25.0,829.0,33.16
Slide Stars,14.0,2300.0,164.28571428571428
Slice Zombies for Kinect,4.0,212.0,53.0
Slender: The Arrival (Xbox One),6.0,1370.0,228.33333333333334
Slender: The Arrival (Xbox 360),6.0,621.0,103.5
Slender: The Arrival,5.0,10390.0,2078.0
Sleeping Dogs: Definitive Edition,40.0,17830.0,445.75
Sleeping Dogs (JP),30.0,6050.0,201.66666666666666
Sleeping Dogs (DE),20.0,6080.0,304.0
Sleeping Dogs,25.0,6020.0,240.8
Sleepin' Guy Deluxe Edition,2.0,1830.0,915.0
Sleepin' Deeply,1.0,1650.0,1650.0
Slayers X: Terminal Aftermath: Vengance of the Slayer,6.0,3180.0,530.0
Slaycation Paradise,15.0,1920.0,128.0
Slayaway Camp: Butcher's Cut,4.0,490.0,122.5
Slay the Princess - The Pristine Cut,15.0,9460.0,630.6666666666666
Slay The Spire,152.0,561.0,3.6907894736842106
SlavicPunk: Oldtimer,8.0,20520.0,2565.0
SlashDash,2.0,1190.0,595.0
Slap the Rocks,0.25,298.0,1192.0
Slain: Back from Hell,15.0,463.0,30.866666666666667
Slabwell,1.0,1150.0,1150.0
Skyworld (Windows),9.0,3890.0,432.22222222222223
Skyling: Garden Defense,6.0,210.0,35.0
Skylar & Plux: Adventure on Clover Island,4.0,6300.0,1575.0
Skylanders Trap Team,25.0,19080.0,763.2
Skylanders SuperChargers (Xbox 360),25.0,7160.0,286.4
Skylanders SuperChargers,25.0,18110.0,724.4
Skylanders SWAP Force,30.0,15720.0,524.0
Skylanders Imaginators,12.0,20640.0,1720.0
Skyland: Heart of the Mountain,2.0,1340.0,670.0
Skyhill,15.0,1200.0,80.0
Skyforge,3460.0,31170.0,9.008670520231213
Skydrift Infinity,6.0,1070.0,178.33333333333334
Skycadia,5.5,407.0,74.0
SkyKeepers,8.0,2060.0,257.5
SkyDrift,8.0,525.0,65.625
Sky Survivors (Windows),0.25,380.0,1520.0
Sky Survivors,0.25,694.0,2776.0
Sky Roll!,1.0,505.0,505.0
Sky Rogue,27.0,381.0,14.11111111111111
Sky Force Reloaded,40.0,859.0,21.475
Sky Force Anniversary,20.0,444.0,22.2
Skully,15.0,4360.0,290.6666666666667
Skulls of the Shogun,25.0,207.0,8.28
Skullgirls 2nd Encore,62.0,6340.0,102.25806451612904
Skullgirls,6.0,1190.0,198.33333333333334
Skull and Bones,35.0,27000.0,771.4285714285714
Skull Island: Rise of Kong,8.0,6120.0,765.0
Skul: The Hero Slayer,1.0,1850.0,1850.0
Skinny and Franko: Fists of Violence,29.0,3030.0,104.48275862068965
Ski-Doo Snowmobile Challenge,6.0,2510.0,418.3333333333333
Sker Ritual,41.0,26640.0,649.7560975609756
Skelly Selest,9.0,196.0,21.77777777777778
Skeljump,0.25,337.0,1348.0
Skelethrone: The Chronicles of Ericona,83.0,2020.0,24.337349397590362
Skeletal Avenger,12.0,585.0,48.75
Skelattack,13.0,592.0,45.53846153846154
Skautfold: Usurper,16.0,964.0,60.25
Skautfold: Shrouded in Sanity,8.0,654.0,81.75
Skautfold: Into the Fray,20.0,598.0,29.9
Skator Gator 3D,4.0,878.0,219.5
Skater's Solstice,0.5,368.0,736.0
Skatemasta Tcheco,0.25,355.0,1420.0
SkateBIRD,7.0,3600.0,514.2857142857143
Skate City,8.0,1590.0,198.75
